isoform_ID,miRNA_ID,n_pos_nt,n_total_nt,pos_ratio
"chr12|119757371,119758591,119760939|119757545,119758700,119761055|-",hsa-miR-6849-3p,31,402,0.07711442786069651
"chr12|119998521,119999761|119998736,119999912|+",hsa-miR-3074-5p,30,368,0.08152173913043478
"chr12|120071622,120072511,120074443,120080887,120089951|120071801,120072729,120074586,120081017,120090071|+",hsa-miR-3194-3p,32,795,0.04025157232704402
"chr12|120071622,120072511,120074443,120080887,120089951|120071801,120072729,120074586,120081017,120090071|+",hsa-miR-4526,32,795,0.04025157232704402
"chr12|120071622,120072511,120074443,120080887,120089951|120071801,120072729,120074586,120081017,120090071|+",hsa-miR-6818-5p,31,795,0.0389937106918239
"chr12|120154970,120155241,120155592|120155040,120155430,120155719|-",hsa-miR-596,30,389,0.07712082262210797
"chr12|120154970,120155241,120155592|120155040,120155430,120155719|-",hsa-miR-3158-3p,32,389,0.08226221079691516
"chr12|120154970,120155241,120155592|120155040,120155430,120155719|-",hsa-miR-4763-5p,31,389,0.07969151670951156
"chr12|120154970,120155241,120155592|120155040,120155430,120155719|-",hsa-miR-6747-3p,29,389,0.07455012853470437
"chr12|120154970,120155370,120155592|120155027,120155430,120155719|-",hsa-miR-8078,31,247,0.12550607287449392
"chr12|120173653,120174053,120175162,120175746,120176143|120173826,120174169,120175212,120175874,120176217|-",hsa-miR-4420,32,546,0.05860805860805861
"chr12|120177447,120177684,120178621,120178852|120177555,120177752,120178759,120178950|-",hsa-miR-4298,31,416,0.07451923076923077
"chr12|120177447,120177684,120178621,120178852|120177555,120177752,120178759,120178950|-",hsa-miR-4753-3p,31,416,0.07451923076923077
"chr12|120554718,120557282,120557546,120560726,120565488,120566825|120554808,120557466,120557682,120560849,120565529,120566980|+",hsa-miR-1250-5p,29,735,0.03945578231292517
"chr12|120554718,120557282,120557546,120560726,120565488,120566825|120554808,120557466,120557682,120560849,120565529,120566980|+",hsa-miR-3189-5p,31,735,0.04217687074829932
"chr12|120554718,120557282,120557546,120560726,120565488,120566825|120554808,120557466,120557682,120560849,120565529,120566980|+",hsa-miR-4689,31,735,0.04217687074829932
"chr12|120560726,120562945,120563347,120563810|120560886,120563070,120563623,120563943|+",hsa-miR-23a-5p,32,698,0.045845272206303724
"chr12|120560726,120562945,120563347,120563810|120560886,120563070,120563623,120563943|+",hsa-miR-23b-5p,30,698,0.04297994269340974
"chr12|120560726,120562945,120563347,120563810|120560886,120563070,120563623,120563943|+",hsa-miR-1324,33,698,0.04727793696275072
"chr12|120560726,120562945,120563347,120563810|120560886,120563070,120563623,120563943|+",hsa-miR-378h,29,698,0.04154727793696275
"chr12|120560726,120562945,120563347,120563810|120560886,120563070,120563623,120563943|+",hsa-miR-6500-5p,33,698,0.04727793696275072
"chr12|120560726,120562945,120563347,120563810|120560886,120563070,120563623,120563943|+",hsa-miR-6501-3p,31,698,0.044412607449856735
"chr12|120560726,120562945,120563347,120563810|120560886,120563070,120563623,120563943|+",hsa-miR-6827-5p,31,698,0.044412607449856735
"chr12|120562945,120563347,120563810|120563070,120563623,120563943|+",hsa-miR-23a-5p,32,537,0.0595903165735568
"chr12|120562945,120563347,120563810|120563070,120563623,120563943|+",hsa-miR-23b-5p,30,537,0.055865921787709494
"chr12|120562945,120563347,120563810|120563070,120563623,120563943|+",hsa-miR-1324,33,537,0.061452513966480445
"chr12|120562945,120563347,120563810|120563070,120563623,120563943|+",hsa-miR-3714,33,537,0.061452513966480445
"chr12|120562945,120563347,120563810|120563070,120563623,120563943|+",hsa-miR-6500-5p,33,537,0.061452513966480445
"chr12|120562945,120563347,120563810|120563070,120563623,120563943|+",hsa-miR-6501-3p,31,537,0.05772811918063315
"chr12|120562945,120563347,120563810|120563070,120563623,120563943|+",hsa-miR-6827-5p,31,537,0.05772811918063315
"chr12|120565072,120565428,120566825|120565189,120565529,120566980|+",hsa-miR-1250-5p,29,376,0.07712765957446809
"chr12|120565072,120565428,120566825|120565189,120565529,120566980|+",hsa-miR-3189-5p,31,376,0.08244680851063829
"chr12|120566825,120571191|120566980,120571291|+",hsa-miR-1288-3p,29,257,0.11284046692607004
"chr12|120566825,120571191|120566980,120571291|+",hsa-miR-3189-5p,31,257,0.12062256809338522
"chr12|120716628,120716870|120716739,120717042|+",hsa-miR-4667-3p,31,285,0.10877192982456141
"chr12|120716628,120716870|120716739,120717042|+",hsa-miR-4693-5p,32,285,0.11228070175438597
"chr12|120782655,120783674,120784474,120791469,120810809,120866519|120782767,120783752,120784593,120791557,120810886,120866554|-",hsa-miR-765,30,515,0.05825242718446602
"chr12|120782655,120783674,120784474,120791469,120810809,120866519|120782767,120783752,120784593,120791557,120810886,120866554|-",hsa-miR-6076,31,515,0.06019417475728155
"chr12|120782655,120783674,120784474,120791469,120810809,120866519|120782767,120783752,120784593,120791557,120810886,120866554|-",hsa-miR-12120,33,515,0.06407766990291262
"chr12|120782655,120783674,120784474,120791469,120810809|120782767,120783752,120784593,120791557,120810886|-",hsa-miR-765,30,479,0.06263048016701461
"chr12|120782655,120783674,120784474,120791469,120810809|120782767,120783752,120784593,120791557,120810886|-",hsa-miR-6076,31,479,0.06471816283924843
"chr12|120782655,120783674,120784474,120791469,120810809|120782767,120783752,120784593,120791557,120810886|-",hsa-miR-12120,33,479,0.06889352818371608
"chr12|120782655,120783674,120784474,120791469|120782767,120783752,120784593,120791557|-",hsa-miR-765,30,401,0.07481296758104738
"chr12|120782655,120783674,120784474,120791469|120782767,120783752,120784593,120791557|-",hsa-miR-6076,31,401,0.0773067331670823
"chr12|120782655,120783674,120784474,120791469|120782767,120783752,120784593,120791557|-",hsa-miR-12120,33,401,0.08229426433915212
"chr12|120782655,120783674,120784474|120782767,120783752,120784593|-",hsa-miR-6076,31,312,0.09935897435897435
"chr12|120782655,120783674,120810835|120782767,120783737,120810886|-",hsa-miR-765,30,229,0.13100436681222707
"chr12|120782655,120783674,120810835|120782767,120783737,120810886|-",hsa-miR-6076,31,229,0.13537117903930132
"chr12|120782655,120784499|120782767,120784593|-",hsa-miR-12120,33,208,0.15865384615384615
"chr12|121416159,121417504|121416377,121417911|+",hsa-miR-6769b-5p,31,627,0.049441786283891544
"chr12|121780872,121781083|121781006,121781192|-",hsa-miR-128-1-5p,31,245,0.12653061224489795
"chr12|121780872,121781083|121781006,121781192|-",hsa-miR-1538,33,245,0.1346938775510204
"chr12|121780872,121781083|121781006,121781192|-",hsa-miR-6750-5p,33,245,0.1346938775510204
"chr12|121780872,121781083|121781006,121781192|-",hsa-miR-6822-5p,29,245,0.11836734693877551
"chr12|12179810,12181043,12183980,12186923|12179981,12181439,12184111,12187119|-",hsa-miR-4764-5p,31,898,0.034521158129175944
"chr12|12179810,12186923|12179931,12187119|-",hsa-miR-4764-5p,31,319,0.09717868338557993
"chr12|121894739,121899634,121903006|121894841,121899845,121903107|+",hsa-miR-939-5p,33,417,0.07913669064748201
"chr12|121894739,121899634,121903006|121894841,121899845,121903107|+",hsa-miR-5787,29,417,0.06954436450839328
"chr12|121894739,121899634,121903006|121894841,121899845,121903107|+",hsa-miR-6737-3p,33,417,0.07913669064748201
"chr12|121894739,121899634,121903006|121894841,121899845,121903107|+",hsa-miR-8089,33,417,0.07913669064748201
"chr12|121894739,121903006|121894841,121903107|+",hsa-miR-6737-3p,33,205,0.16097560975609757
"chr12|121931746,121934247,121942534,121942895,121948984|121931886,121934356,121942645,121942975,121949061|+",hsa-miR-6796-5p,33,522,0.06321839080459771
"chr12|121942534,121942895,121948984|121942645,121942975,121949061|+",hsa-miR-6796-5p,33,271,0.12177121771217712
"chr12|121942534,121942895|121942645,121942975|+",hsa-miR-6796-5p,33,193,0.17098445595854922
"chr12|122216488,122216759,122218266,122224645|122216584,122216869,122218397,122224748|-",hsa-miR-149-5p,31,444,0.06981981981981981
"chr12|122216488,122216759,122218266,122224645|122216584,122216869,122218397,122224748|-",hsa-miR-342-5p,30,444,0.06756756756756757
"chr12|122216488,122216759,122218266,122224645|122216584,122216869,122218397,122224748|-",hsa-miR-4637,33,444,0.07432432432432433
"chr12|122216488,122216759,122218266,122224645|122216584,122216869,122218397,122224748|-",hsa-miR-6760-5p,33,444,0.07432432432432433
"chr12|122216488,122216759,122218266,122224645|122216584,122216869,122218397,122224748|-",hsa-miR-6780a-3p,32,444,0.07207207207207207
"chr12|122216488,122216759,122218266,122224645|122216584,122216869,122218397,122224748|-",hsa-miR-6856-5p,35,444,0.07882882882882883
"chr12|122216488,122216759,122218266|122216584,122216869,122218397|-",hsa-miR-342-5p,30,340,0.08823529411764706
"chr12|122216488,122216759,122218266|122216584,122216869,122218397|-",hsa-miR-4637,33,340,0.09705882352941177
"chr12|122216488,122216759,122218266|122216584,122216869,122218397|-",hsa-miR-6780a-3p,32,340,0.09411764705882353
"chr12|122216488,122216759,122218266|122216584,122216869,122218397|-",hsa-miR-6856-5p,35,340,0.10294117647058823
"chr12|122232326,122232800,122235786,122238587,122239878,122242382,122244569|122232427,122232968,122235923,122238724,122239945,122242508,122244762|-",hsa-miR-1225-3p,30,936,0.03205128205128205
"chr12|122377389,122380368|122377960,122380558|-",hsa-miR-6515-5p,30,763,0.039318479685452164
"chr12|122377389,122380368|122377960,122380558|-",hsa-miR-6812-5p,33,763,0.04325032765399738
"chr12|122377389,122380368|122377960,122380558|-",hsa-miR-6880-5p,30,763,0.039318479685452164
"chr12|122377389,122380368|122377960,122380558|-",hsa-miR-7106-5p,29,763,0.03800786369593709
"chr12|122377389,122380368|122377960,122380558|-",hsa-miR-7111-5p,30,763,0.039318479685452164
"chr12|122377389,122380368|122377960,122380558|-",hsa-miR-7847-3p,30,763,0.039318479685452164
"chr12|122377389,122380368|122377960,122380558|-",hsa-miR-7974,32,763,0.04193971166448231
"chr12|122511109,122513767,122514712,122515105|122511188,122513874,122514728,122515227|-",hsa-miR-6851-5p,31,328,0.09451219512195122
"chr12|122511109,122513767,122514712,122515105|122511188,122513874,122514728,122515227|-",hsa-miR-8071,30,328,0.09146341463414634
"chr12|122511109,122513767,122514712,122515105|122511188,122513874,122514728,122515227|-",hsa-miR-12119,33,328,0.10060975609756098
"chr12|122511109,122515105|122511188,122515227|-",hsa-miR-6851-5p,31,203,0.15270935960591134
"chr12|122511109,122515105|122511188,122515227|-",hsa-miR-8071,30,203,0.1477832512315271
"chr12|122511109,122515105|122511188,122515227|-",hsa-miR-12119,33,203,0.1625615763546798
"chr12|122579905,122580603,122582705|122579977,122580670,122582985|+",hsa-miR-4268,30,422,0.07109004739336493
"chr12|123165302,123166655|123165477,123166789|-",hsa-miR-487b-5p,32,311,0.10289389067524116
"chr12|123166655,123176688,123179926,123181163|123166789,123176789,123179990,123181210|-",hsa-miR-485-5p,32,350,0.09142857142857143
"chr12|123166655,123176688,123179926,123181163|123166789,123176789,123179990,123181210|-",hsa-miR-487b-5p,32,350,0.09142857142857143
"chr12|123166655,123176688,123179926|123166789,123176789,123179990|-",hsa-miR-485-5p,32,302,0.10596026490066225
"chr12|123194386,123198247,123202164,123202691|123194601,123198334,123202319,123203084|-",hsa-miR-4513,31,854,0.03629976580796253
"chr12|123194386,123198247,123202164,123202691|123194601,123198334,123202319,123203084|-",hsa-miR-6079,33,854,0.03864168618266979
"chr12|123194386,123198247,123202164,123202691|123194601,123198334,123202319,123203084|-",hsa-miR-9986,28,854,0.03278688524590164
"chr12|123202164,123202624,123203250,123210056,123214744|123202319,123203084,123203375,123210162,123214834|-",hsa-miR-9986,28,941,0.02975557917109458
"chr12|123313620,123315373,123315548|123313719,123315444,123315660|-",hsa-miR-510-5p,32,285,0.11228070175438597
"chr12|123313620,123315373,123315548|123313719,123315444,123315660|-",hsa-miR-4423-5p,31,285,0.10877192982456141
"chr12|123340988,123345258|123341088,123345567|-",hsa-miR-4752,31,411,0.07542579075425791
"chr12|123340988,123345258|123341088,123345567|-",hsa-miR-6814-5p,33,411,0.08029197080291971
"chr12|123345258,123345524,123348029,123350310|123345322,123345570,123348133,123350441|-",hsa-miR-6779-3p,31,349,0.08882521489971347
"chr12|123345258,123348035,123350310|123345567,123348133,123350441|-",hsa-miR-4752,31,541,0.05730129390018484
"chr12|123345258,123348035,123350310|123345567,123348133,123350441|-",hsa-miR-6779-3p,31,541,0.05730129390018484
"chr12|123345258,123348035,123350310|123345567,123348133,123350441|-",hsa-miR-6814-5p,33,541,0.06099815157116451
"chr12|123345258,123350310|123345322,123350441|-",hsa-miR-6779-3p,31,197,0.15736040609137056
chr12|123345258|123345570|-,hsa-miR-6814-5p,33,313,0.10543130990415335
"chr12|123586747,123590342|123586939,123590449|+",hsa-miR-149-5p,25,301,0.08305647840531562
"chr12|123607432,123607600,123608680|123607523,123607662,123608829|+",hsa-miR-203a-3p,32,305,0.10491803278688525
"chr12|123607432,123607600,123608680|123607523,123607662,123608829|+",hsa-miR-4672,30,305,0.09836065573770492
"chr12|123639264,123645455,123647963,123650994,123652524,123652707|123639343,123645561,123648126,123651056,123652561,123652735|+",hsa-miR-6501-5p,31,481,0.06444906444906445
"chr12|123718623,123722351,123724654,123726197,123727783,123733926,123735531,123737059|123718701,123722448,123724791,123726285,123727909,123734008,123735624,123737271|+",hsa-miR-3614-5p,32,921,0.03474484256243214
"chr12|123718623,123722351,123724654,123726197,123727783,123733926,123735531,123737059|123718701,123722448,123724791,123726285,123727909,123734008,123735624,123737271|+",hsa-miR-6769a-3p,30,921,0.03257328990228013
"chr12|123737059,123744746,123744882|123737187,123744784,123744972|+",hsa-miR-3614-5p,32,259,0.12355212355212356
"chr12|123877736,123879264,123879554|123877908,123879419,123879801|+",hsa-miR-93-5p,31,577,0.053726169844020795
"chr12|123877736,123879264,123879634|123877908,123879357,123879801|+",hsa-miR-93-5p,31,435,0.07126436781609195
"chr12|124372022,124378237|124372610,124378384|-",hsa-miR-637,34,737,0.04613297150610583
"chr12|124372022,124378237|124372610,124378384|-",hsa-miR-1976,28,737,0.037991858887381276
"chr12|124372022,124378237|124372610,124378384|-",hsa-miR-4793-3p,33,737,0.04477611940298507
"chr12|124372022,124378237|124372610,124378384|-",hsa-miR-7974,34,737,0.04613297150610583
"chr12|124419957,124422501,124426622,124429613,124430615,124437930,124449815|124420055,124422555,124426800,124429706,124430787,124437996,124449867|-",hsa-miR-4752,31,720,0.043055555555555555
"chr12|124419957,124422501,124426622,124429613,124430615,124437930,124449815|124420055,124422555,124426800,124429706,124430787,124437996,124449867|-",hsa-miR-6761-5p,31,720,0.043055555555555555
"chr12|124419957,124422501,124426622,124429613,124430615,124437930|124420055,124422555,124426800,124429706,124430787,124437996|-",hsa-miR-3194-3p,32,667,0.047976011994003
"chr12|124426622,124429613,124430615,124437930,124449815|124426800,124429706,124430787,124437996,124449867|-",hsa-miR-3194-3p,32,566,0.05653710247349823
"chr12|124426622,124429613,124430615,124437930,124449815|124426800,124429706,124430787,124437996,124449867|-",hsa-miR-4752,31,566,0.054770318021201414
"chr12|124426622,124429613,124430615,124437930,124449815|124426800,124429706,124430787,124437996,124449867|-",hsa-miR-6761-5p,31,566,0.054770318021201414
"chr12|124426622,124429613,124430615,124437930|124426800,124429706,124430787,124437996|-",hsa-miR-4752,31,513,0.06042884990253411
"chr12|124426622,124429613,124430615,124437930|124426800,124429706,124430787,124437996|-",hsa-miR-6761-5p,31,513,0.06042884990253411
"chr12|12487028,12500519|12487187,12500682|-",hsa-miR-5093,33,324,0.10185185185185185
"chr12|12487028,12500519|12487187,12500682|-",hsa-miR-7113-5p,30,324,0.09259259259259259
"chr12|12500519,12519862,12520871|12500682,12520000,12521463|-",hsa-miR-1912-3p,30,896,0.033482142857142856
"chr12|12500519,12519862,12520871|12500682,12520000,12521463|-",hsa-miR-5584-5p,33,896,0.036830357142857144
"chr12|12500519,12519862,12520871|12500682,12520000,12521463|-",hsa-miR-7113-5p,30,896,0.033482142857142856
chr12|12635777|12635974|+,hsa-miR-103a-1-5p,31,198,0.15656565656565657
chr12|12635777|12635974|+,hsa-miR-5195-3p,31,198,0.15656565656565657
chr12|12635777|12635974|+,hsa-miR-7703,34,198,0.1717171717171717
chr12|12635777|12635974|+,hsa-miR-12119,35,198,0.17676767676767677
"chr12|128808788,128809396,128809943,128814775|128808956,128809473,128810111,128815070|-",hsa-miR-3157-5p,28,712,0.03932584269662921
"chr12|128808788,128809396,128809943,128814775|128808956,128809473,128810111,128815070|-",hsa-miR-5190,30,712,0.042134831460674156
"chr12|128808788,128809396,128809943,128814775|128808956,128809473,128810111,128815070|-",hsa-miR-6165,29,712,0.04073033707865169
"chr12|128808788,128809396,128809943,128814775|128808956,128809473,128810111,128815070|-",hsa-miR-6757-5p,30,712,0.042134831460674156
"chr12|128808788,128809396,128809943,128814775|128808956,128809473,128810111,128815070|-",hsa-miR-6817-5p,34,712,0.047752808988764044
"chr12|128808788,128809396,128809943,128814775|128808956,128809473,128810111,128815070|-",hsa-miR-6894-5p,31,712,0.04353932584269663
"chr12|128808788,128809396,128814969|128808956,128809439,128815070|-",hsa-miR-6165,29,315,0.09206349206349207
"chr12|128808788,128809396,128814969|128808956,128809439,128815070|-",hsa-miR-6894-5p,31,315,0.09841269841269841
chr12|128814775|128815070|-,hsa-miR-5190,30,296,0.10135135135135136
"chr12|1289852,1444562|1289931,1444750|+",hsa-miR-138-5p,32,269,0.11895910780669144
"chr12|130342580,130342990,130345753,130346370,130346941,130348103,130349239|130342669,130343101,130345878,130346584,130347062,130348183,130349436|+",hsa-miR-6810-5p,33,944,0.034957627118644065
"chr12|130342990,130345753,130346370,130346941,130348103,130349239|130343101,130345878,130346584,130347062,130348183,130349436|+",hsa-miR-6810-5p,33,854,0.03864168618266979
"chr12|130798525,130801153,130801415,130804163,130806982,130808631,130812957|130798635,130801290,130801488,130804543,130807090,130808704,130813031|-",hsa-miR-4656,32,962,0.033264033264033266
"chr12|131714822,131719454,131725405,131726940,131728293|131714953,131719539,131725630,131727052,131728428|+",hsa-miR-4721,34,693,0.049062049062049064
"chr12|131714822,131719454,131725405,131726940,131728293|131714953,131719539,131725630,131727052,131728428|+",hsa-miR-5006-5p,31,693,0.044733044733044736
"chr12|131917411,131918403|131917630,131918681|+",hsa-miR-3175,31,499,0.06212424849699399
"chr12|131917411,131918403|131917630,131918681|+",hsa-miR-4469,31,499,0.06212424849699399
"chr12|131917411,131918403|131917630,131918681|+",hsa-miR-1343-3p,32,499,0.06412825651302605
"chr12|131917411,131918403|131917630,131918681|+",hsa-miR-5088-5p,33,499,0.06613226452905811
"chr12|131917411,131918403|131917630,131918681|+",hsa-miR-6085,28,499,0.056112224448897796
"chr12|131917411,131918403|131917630,131918681|+",hsa-miR-6813-5p,32,499,0.06412825651302605
"chr12|131917411,131918403|131917630,131918681|+",hsa-miR-6815-5p,33,499,0.06613226452905811
"chr12|131917411,131918403|131917630,131918681|+",hsa-miR-6890-5p,29,499,0.05811623246492986
"chr12|131917411,131918403|131917630,131918681|+",hsa-miR-7160-3p,30,499,0.06012024048096192
"chr12|131917411,131918566|131918072,131918681|+",hsa-miR-3175,31,778,0.03984575835475578
"chr12|131917411,131918566|131918072,131918681|+",hsa-miR-4469,31,778,0.03984575835475578
"chr12|131917411,131918566|131918072,131918681|+",hsa-miR-1343-3p,32,778,0.04113110539845758
"chr12|131917411,131918566|131918072,131918681|+",hsa-miR-4758-5p,31,778,0.03984575835475578
"chr12|131917411,131918566|131918072,131918681|+",hsa-miR-4763-3p,31,778,0.03984575835475578
"chr12|131917411,131918566|131918072,131918681|+",hsa-miR-5008-3p,33,778,0.042416452442159386
"chr12|131917411,131918566|131918072,131918681|+",hsa-miR-6890-5p,29,778,0.037275064267352186
"chr12|131989964,131990636,131991407,131992173,131994867|131990108,131990714,131991456,131992230,131994956|+",hsa-miR-323a-5p,31,422,0.07345971563981042
"chr12|132144854,132145559,132147281,132147633,132147880,132148072,132148609,132148784|132144974,132145665,132147388,132147782,132147979,132148106,132148659,132148895|+",hsa-miR-3620-5p,30,784,0.03826530612244898
"chr12|132144854,132145559,132147281,132147633,132147880,132148072,132148609,132148784|132144974,132145665,132147388,132147782,132147979,132148106,132148659,132148895|+",hsa-miR-6762-3p,31,784,0.039540816326530615
"chr12|132144854,132145559,132147281,132147633,132147880,132148072,132148609,132148784|132144974,132145665,132147388,132147782,132147979,132148106,132148659,132148895|+",hsa-miR-6786-5p,32,784,0.04081632653061224
"chr12|132144854,132145559,132147281,132147633,132147880,132148072,132148609,132148784|132144974,132145665,132147388,132147782,132147979,132148106,132148659,132148895|+",hsa-miR-10400-3p,30,784,0.03826530612244898
"chr12|132144854,132145559,132147281,132148072|132144974,132145665,132147388,132148106|+",hsa-miR-6762-3p,31,371,0.08355795148247978
"chr12|132144854,132147281,132147633,132147880,132148072|132144958,132147388,132147782,132147979,132148106|+",hsa-miR-6762-3p,31,498,0.06224899598393574
"chr12|132144854,132147281,132147633,132147880,132148072|132144958,132147388,132147782,132147979,132148106|+",hsa-miR-10400-3p,30,498,0.060240963855421686
"chr12|132657136,132657349,132657868,132659295|132657258,132657429,132657970,132659509|-",hsa-miR-520e-3p,30,522,0.05747126436781609
"chr12|132657136,132657349,132657868,132659295|132657258,132657429,132657970,132659509|-",hsa-miR-520f-3p,31,522,0.05938697318007663
"chr12|132657136,132657349,132657868,132659295|132657258,132657429,132657970,132659509|-",hsa-miR-526b-3p,31,522,0.05938697318007663
"chr12|132657136,132657349,132657868,132659295|132657258,132657429,132657970,132659509|-",hsa-miR-520c-3p,31,522,0.05938697318007663
"chr12|132657136,132657349,132657868,132659295|132657258,132657429,132657970,132659509|-",hsa-miR-3918,32,522,0.06130268199233716
"chr12|132657136,132657349,132657868,132659295|132657258,132657429,132657970,132659509|-",hsa-miR-6132,30,522,0.05747126436781609
"chr12|132657136,132657349,132657868,132659295|132657258,132657429,132657970,132659509|-",hsa-miR-7156-3p,32,522,0.06130268199233716
chr12|132720678|132721217|+,hsa-miR-3127-3p,29,540,0.053703703703703705
chr12|132720678|132721217|+,hsa-miR-4270,31,540,0.05740740740740741
chr12|132720678|132721217|+,hsa-miR-4533,30,540,0.05555555555555555
chr12|132720678|132721217|+,hsa-miR-4739,35,540,0.06481481481481481
chr12|132720678|132721217|+,hsa-miR-7107-5p,33,540,0.06111111111111111
"chr12|132786339,132786693,132789027,132791216|132786555,132786787,132789290,132791293|-",hsa-miR-4757-5p,33,654,0.05045871559633028
"chr12|132786339,132786693,132789027,132791216|132786555,132786787,132789290,132791293|-",hsa-miR-1199-5p,28,654,0.04281345565749235
"chr12|132821996,132841518,132843011,132844027|132822311,132841596,132843083,132844134|-",hsa-miR-3689b-3p,31,576,0.05381944444444445
"chr12|132821996,132841518,132843011,132844027|132822311,132841596,132843083,132844134|-",hsa-miR-3689c,31,576,0.05381944444444445
"chr12|132844027,132847043,132848085,132848641|132844134,132847130,132848155,132848724|-",hsa-miR-8073,25,351,0.07122507122507123
"chr12|132844027,132847043,132848085,132848641|132844134,132847130,132848223,132848724|-",hsa-miR-3937,32,419,0.07637231503579953
"chr12|132844027,132847043,132848085,132848641|132844134,132847130,132848223,132848724|-",hsa-miR-4640-5p,31,419,0.07398568019093078
"chr12|132844027,132847043,132848085,132848641|132844134,132847130,132848223,132848724|-",hsa-miR-6865-5p,31,419,0.07398568019093078
"chr12|132844027,132847043,132848085,132848641|132844134,132847130,132848223,132848724|-",hsa-miR-8073,25,419,0.059665871121718374
"chr12|132844027,132847043,132848085|132844134,132847130,132848724|-",hsa-miR-3937,32,836,0.03827751196172249
"chr12|132844027,132847043,132848653|132844134,132847130,132848724|-",hsa-miR-3937,32,268,0.11940298507462686
"chr12|132844027,132847043,132848653|132844134,132847130,132848724|-",hsa-miR-8073,25,268,0.09328358208955224
"chr12|132851618,132853431,132856468,132857401,132859068,132861467|132851734,132853573,132856630,132857559,132859227,132861634|-",hsa-miR-146a-3p,30,910,0.03296703296703297
"chr12|132851618,132853431,132856468,132857401,132859068,132861467|132851734,132853573,132856630,132857559,132859227,132861634|-",hsa-miR-939-5p,36,910,0.03956043956043956
"chr12|132851618,132853431,132856468,132857401,132859068,132861467|132851734,132853573,132856630,132857559,132859227,132861634|-",hsa-miR-4708-5p,28,910,0.03076923076923077
"chr12|132851618,132853431,132856468,132857401,132859068,132861467|132851734,132853573,132856630,132857559,132859227,132861634|-",hsa-miR-6720-5p,33,910,0.03626373626373627
"chr12|132851618,132853431,132856468,132857401,132859068,132861467|132851734,132853573,132856630,132857559,132859227,132861634|-",hsa-miR-6852-5p,30,910,0.03296703296703297
"chr12|132851618,132861504|132851723,132861634|-",hsa-miR-939-5p,36,237,0.1518987341772152
"chr12|132851618,132861504|132851723,132861634|-",hsa-miR-3170,32,237,0.1350210970464135
"chr12|132851618,132861504|132851723,132861634|-",hsa-miR-4708-5p,28,237,0.11814345991561181
"chr12|132856468,132857401,132859068,132861467|132856630,132857559,132859227,132861634|-",hsa-miR-146a-3p,30,650,0.046153846153846156
"chr12|132856468,132857401,132859068,132861467|132856630,132857559,132859227,132861634|-",hsa-miR-939-5p,36,650,0.055384615384615386
"chr12|132856468,132857401,132859068,132861467|132856630,132857559,132859227,132861634|-",hsa-miR-3170,32,650,0.04923076923076923
"chr12|132856468,132857401,132859068,132861467|132856630,132857559,132859227,132861634|-",hsa-miR-4708-5p,28,650,0.043076923076923075
"chr12|132856468,132857401,132859068,132861467|132856630,132857559,132859227,132861634|-",hsa-miR-6720-5p,33,650,0.05076923076923077
"chr12|132856468,132857401,132859068,132861467|132856630,132857559,132859227,132861634|-",hsa-miR-6837-3p,32,650,0.04923076923076923
"chr12|132856468,132857401,132859068,132861467|132856630,132857559,132859227,132861634|-",hsa-miR-6852-5p,30,650,0.046153846153846156
"chr12|132861467,132869619,132870724|132861634,132869834,132870783|-",hsa-miR-939-5p,36,444,0.08108108108108109
"chr12|132861467,132869619,132870724|132861634,132869834,132870783|-",hsa-miR-3170,32,444,0.07207207207207207
"chr12|132861467,132869619,132870724|132861634,132869834,132870783|-",hsa-miR-4725-3p,32,444,0.07207207207207207
"chr12|132861467,132869619,132870724|132861634,132869834,132870783|-",hsa-miR-6089,34,444,0.07657657657657657
"chr12|132861467,132869619,132870724|132861634,132869834,132870783|-",hsa-miR-6852-5p,30,444,0.06756756756756757
"chr12|132861467,132870724|132861600,132870783|-",hsa-miR-939-5p,36,194,0.18556701030927836
"chr12|132861467,132870724|132861600,132870783|-",hsa-miR-3170,32,194,0.16494845360824742
"chr12|132861467,132870724|132861600,132870783|-",hsa-miR-6852-5p,30,194,0.15463917525773196
"chr12|1371833,1408149,1444562,1470756|1371977,1408247,1444750,1470876|+",hsa-miR-138-5p,32,554,0.05776173285198556
"chr12|1371833,1408149,1444562|1371977,1408247,1444750|+",hsa-miR-138-5p,32,433,0.07390300230946882
"chr12|1406123,1408149,1410389,1412328,1444562|1406179,1408247,1410453,1412538,1444750|+",hsa-miR-138-5p,32,621,0.05152979066022544
"chr12|1406123,1408149,1410389,1444562|1406179,1408247,1410453,1444750|+",hsa-miR-138-5p,32,410,0.07804878048780488
"chr12|1444562,1448292,1470756|1444750,1448378,1470876|+",hsa-miR-138-5p,32,397,0.08060453400503778
"chr12|1444562,1470756|1444750,1470876|+",hsa-miR-138-5p,32,310,0.1032258064516129
"chr12|14446988,14456561,14460495,14461087,14466526,14475890|14447053,14456634,14460634,14461133,14466590,14475968|+",hsa-miR-3692-5p,30,471,0.06369426751592357
"chr12|15631442,15640703,15641722|15631664,15640846,15641830|-",hsa-miR-4534,26,476,0.0546218487394958
"chr12|15631442,15640703,15641722|15631664,15640846,15641830|-",hsa-miR-4716-3p,32,476,0.06722689075630252
"chr12|15631442,15640703,15641722|15631664,15640846,15641830|-",hsa-miR-6752-5p,31,476,0.06512605042016807
