isoform_ID,miRNA_ID,length,n_segments
"chr15|63553715,63556667,63558106,63559857,63562895,63570433,63574046,63574323|63553798,63556748,63558188,63559970,63563008,63570579,63574152,63574403|+",hsa-miR-4504,812,1
"chr7|92448752,92449092,92450042,92450701,92454502|92448877,92449213,92450156,92450760,92454685|+",hsa-miR-7152-3p,607,1
"chr7|6139092,6140128,6140914,6145516|6139194,6140195,6140984,6145656|+",hsa-miR-4302,383,1
"chr21|33534579,33535225|33534753,33535320|-",hsa-miR-34c-5p,271,1
chr7|66240325|66241270|+,hsa-miR-1972,946,1
"chr14|50595576,50613259,50614373,50620599,50621843,50623177,50628031|50595632,50613351,50614511,50620726,50621899,50623248,50628462|+",hsa-miR-9851-3p,978,1
"chr7|75052711,75055901,75057529,75058588,75061207,75063292,75064582,75066664,75070640|75052796,75056074,75057616,75058769,75061291,75063343,75064648,75066792,75070769|-",hsa-miR-6754-5p,993,1
"chr4|150817124,150828180,150831817|150817257,150828621,150831976|-",hsa-miR-1298-3p,736,1
"chr2|99321955,99327611,99333022|99321984,99327653,99333242|-",hsa-miR-4742-3p,294,1
"chr11|6519600,6519992|6519745,6520102|+",hsa-miR-4494,257,1
"chr18|45899404,45900996,45903973,45907958,45910521|45899566,45901167,45904117,45908081,45910742|-",hsa-miR-6837-3p,826,1
"chr17|2464208,2467761,2473524,2477686|2464350,2467876,2473664,2477885|-",hsa-miR-5585-5p,600,1
"chr3|9464425,9465478|9464672,9465558|+",hsa-miR-134-5p,329,1
"chr22|46312141,46326463|46312173,46326654|+",hsa-miR-1233-5p,225,1
"chr2|111929120,111944960,111947394,111965191|111929304,111945060,111947567,111965277|+",hsa-miR-4293,547,1
"chr22|27873738,27894555,27897801|27873815,27894604,27897892|-",hsa-miR-186-3p,220,1
"chr5|157791703,157794898|157791995,157794972|-",hsa-miR-27a-5p,368,1
"chr11|43379233,43389652,43391465,43391821,43396709,43397347,43397974|43379322,43389821,43391576,43391952,43396818,43397491,43398113|+",hsa-miR-7845-5p,899,1
"chr6|43546571,43547608,43548261,43549489,43549893,43551298|43546752,43547707,43548460,43549578,43549934,43551453|-",hsa-miR-127-3p,770,1
"chr7|152252546,152263016,152265038,152273705,152309966,152311798|152252715,152263130,152265209,152273867,152310075,152311946|-",hsa-miR-6079,879,1
"chr2|158631753,158634070,158640627|158631941,158634293,158640759|+",hsa-miR-330-3p,546,1
"chr9|107302035,107306379,107311682,107318752,107321983,107323890,107324834|107302114,107306647,107311737,107318879,107322118,107324017,107325004|+",hsa-miR-485-5p,968,1
"chr17|59047683,59049178,59051214,59056875,59061032,59062567,59064355,59070823|59047819,59049393,59051328,59057054,59061108,59062648,59064405,59070947|-",hsa-miR-6848-5p,983,1
"chr15|65722848,65729072,65729534,65731638,65732752|65722948,65729247,65729678,65731700,65732818|-",hsa-miR-6856-5p,552,1
"chr10|69483691,69485141|69483876,69485215|+",hsa-miR-6770-5p,261,1
"chr9|83661777,83663875,83665030,83669185|83661939,83664043,83665145,83669327|-",hsa-miR-4747-3p,591,1
"chr1|236803428,236806144|236803642,236806233|+",hsa-miR-4452,305,1
"chr1|167365467,167370161,167371917,167374108|167365567,167370214,167372036,167374296|+",hsa-miR-4747-5p,464,1
"chr1|93305388,93324635,93325769,93339357,93339649,93340458|93305470,93324729,93325895,93339536,93339679,93340510|-",hsa-miR-619-5p,569,1
chr19|9838012|9838648|+,hsa-miR-4675,637,1
"chr7|107179879,107182373,107185801,107186361,107186569|107180062,107182601,107185942,107186472,107186681|+",hsa-miR-4652-3p,780,1
"chr15|56142778,56144063,56144401|56142900,56144150,56144483|-",hsa-miR-7107-3p,294,1
"chr3|51440970,51441385,51443766|51441071,51441897,51443903|-",hsa-miR-7113-5p,753,1
"chr5|75381072,75381949,75384642,75385902,75389592,75400205,75402972,75411011|75381201,75382077,75384712,75386034,75389687,75400297,75403058,75411103|-",hsa-miR-29b-2-5p,832,1
"chr4|150310229,150315561,150325826,150349992|150310384,150315597,150325898,150350159|-",hsa-miR-7106-5p,434,1
"chr16|74938150,74942738,74948519,74949718,74951458|74938283,74942826,74948556,74949798,74951543|-",hsa-miR-3085-5p,428,1
"chr1|51750145,51760690,51761867,51765822,51772070|51750195,51760780,51761971,51765981,51772182|+",hsa-miR-4672,520,1
chr19|55661038|55661189|+,hsa-miR-6842-3p,152,1
"chr17|45475100,45477900|45475726,45478147|-",hsa-miR-378c,875,1
"chr18|21819495,21838365,21843131,21844092,21846944|21819646,21838497,21843217,21844253,21847125|+",hsa-miR-4436a,716,1
"chr7|4989063,4995475,4996610|4989177,4995582,4996798|+",hsa-miR-6762-5p,412,1
"chr11|74078115,74078632|74078439,74078717|-",hsa-miR-3692-3p,411,1
"chr22|31688156,31701656,31703550|31688227,31701762,31703721|-",hsa-miR-4656,351,1
"chr9|2028987,2032952,2039466|2029247,2033081,2039900|+",hsa-miR-6800-3p,826,1
"chr4|25333183,25333908|25333458,25333988|+",hsa-miR-4436b-3p,357,1
"chr16|68121987,68181460,68183240|68122077,68181530,68183366|+",hsa-miR-4793-3p,289,1
"chr17|49311312,49311927,49312698,49317957|49311456,49312042,49312720,49317983|-",hsa-miR-518c-3p,311,1
"chr19|325635,326507,327133,336083|325704,326598,327217,336173|-",hsa-miR-298,338,1
"chr8|94827263,94827722,94828975,94831992|94827403,94827793,94829026,94832174|+",hsa-miR-766-5p,448,1
"chr2|45476993,45488240,45546317,45546732,45547522,45551125,45553623,45562653|45477075,45488331,45546360,45546839,45547612,45551282,45553730,45562756|-",hsa-miR-4446-3p,788,1
"chr5|79619612,79619994,79623252,79624203|79619785,79620083,79623489,79624322|+",hsa-miR-6726-5p,622,1
"chr1|25901491,25903641|25901682,25903813|-",hsa-miR-4649-3p,365,1
"chr16|89892193,89893728,89895038,89895990|89892275,89893858,89895137,89896083|+",hsa-miR-744-5p,408,1
"chr2|131684709,131686064,131686330,131688166|131684819,131686211,131686441,131688303|+",hsa-miR-7156-3p,509,1
"chr11|3723157,3725103|3723455,3725219|-",hsa-miR-6855-5p,416,1
"chr22|40868999,40926378|40869086,40926463|+",hsa-miR-1587,174,1
"chr11|68759569,68760225,68761535|68759661,68760338,68761687|-",hsa-miR-1910-3p,360,1
"chr16|10444076,10444318,10447224|10444200,10444508,10447451|-",hsa-miR-940,544,1
"chr7|152273705,152309966,152311798|152273867,152310075,152311946|-",hsa-miR-6857-3p,422,1
"chr1|168002482,168003870,168004737,168022988|168002575,168003946,168004793,168023047|+",hsa-miR-4639-3p,288,1
"chr2|128014803,128016389,128017770|128014914,128016521,128017915|-",hsa-miR-6840-3p,391,1
"chr10|91848383,91849565,91851216|91848491,91849594,91851336|+",hsa-miR-6879-5p,260,1
"chr10|30336803,30340226,30341468|30336936,30340450,30341640|-",hsa-miR-6827-5p,532,1
"chr5|71517322,71522289,71522756|71517452,71522490,71522949|+",hsa-miR-3059-5p,527,1
"chr7|105038126,105040839,105062164,105066741|105038199,105041023,105062255,105066807|+",hsa-miR-3198,418,1
"chr4|70762519,70763552,70764475|70762692,70763669,70764576|+",hsa-miR-6825-5p,394,1
"chr15|96334076,96337348|96334603,96337535|+",hsa-miR-4739,716,1
"chr22|19191304,19196266,19196489,19199734|19191435,19196415,19196656,19199841|-",hsa-miR-593-5p,558,1
"chr4|82861631,82862534,82863318,82864362,82866808,82881858|82861708,82862572,82863392,82864598,82866888,82881940|-",hsa-miR-6860,593,1
chr15|89116322|89116521|+,hsa-miR-4294,200,1
"chr1|24797742,24814094,24827010|24797851,24814219,24827116|+",hsa-miR-3922-3p,343,1
"chr1|35392212,35392647,35393595,35396552,35397377,35398413,35398864,35399482|35392352,35392684,35393739,35396670,35397545,35398466,35399043,35399576|+",hsa-miR-7107-3p,941,1
"chr14|71036065,71045133,71046964,71047807,71050652,71051883|71036157,71045283,71047105,71047984,71050760,71052012|+",hsa-miR-15a-5p,803,1
"chr14|103468033,103474993,103480387,103491777|103468186,103475210,103480490,103492034|+",hsa-miR-4722-5p,734,1
"chr11|34947506,34957384,34960420,34966640,34970139|34947606,34957583,34960518,34966814,34970286|+",hsa-miR-6848-5p,723,1
"chr5|32379115,32385508,32387549,32390232|32379210,32385649,32387699,32390437|-",hsa-miR-4653-5p,595,1
"chr15|29737264,29741331,29742642,29761139,29762335|29737414,29741436,29742781,29761286,29762438|-",hsa-miR-8072,649,1
"chr15|75409836,75411645,75412763|75409866,75411743,75413045|-",hsa-miR-9718,413,1
"chr19|17052825,17055861,17058549,17058811,17059557,17059997|17052966,17056002,17058707,17058876,17059651,17060092|-",hsa-miR-516a-3p,700,1
"chr1|70232268,70234696,70235501,70237425,70239439|70232377,70234788,70235550,70237552,70239520|+",hsa-miR-6879-5p,463,1
"chr5|74745678,74746105,74747692,74750579|74745857,74746165,74747780,74750667|-",hsa-miR-3925-3p,419,1
"chr15|98891325,98896757,98899477|98891637,98896905,98899621|+",hsa-miR-1228-5p,607,1
"chr14|69116366,69122290|69116475,69122360|-",hsa-miR-7108-5p,181,1
"chr10|49528417,49530720,49532543|49528525,49530840,49532978|-",hsa-miR-1273h-5p,666,1
"chr11|96588076,96590188,96659602,96660741|96588233,96590474,96659715,96660899|+",hsa-miR-6780a-5p,718,1
"chr2|11576353,11578297,11580704|11576535,11578431,11580832|+",hsa-miR-8089,447,1
"chr16|1320174,1320438|1320283,1320517|+",hsa-miR-6842-3p,190,1
"chr1|224393828,224398097,224398515,224398889,224400950,224404430,224411427|224394013,224398226,224398593,224399034,224401069,224404570,224411565|-",hsa-miR-3651,941,1
"chr5|88749070,88751839,88761185|88749117,88752043,88761328|-",hsa-miR-3154,397,1
"chr9|97994631,97998556,98004964,98007502|97994780,97998678,98005153,98007702|+",hsa-miR-5193,664,1
"chr21|33550220,33550694|33550310,33551289|+",hsa-miR-766-3p,687,1
"chr17|37576341,37577380,37579132,37584648,37585325|37576418,37577613,37579434,37584759,37585430|-",hsa-miR-6819-5p,833,1
"chr16|71655240,71656571,71658233,71658653|71655434,71656681,71658363,71658815|-",hsa-miR-187-3p,600,1
"chr1|246540938,246544521,246548545,246551213|246541202,246544681,246548607,246551302|-",hsa-miR-6872-5p,579,1
"chr22|38245935,38247770|38246100,38248019|-",hsa-miR-3918,416,1
"chr19|648372,648882,649679,650234,651611,652233,652826|648581,649052,649748,650296,651855,652296,652884|-",hsa-miR-760,882,1
"chr2|27433249,27433673,27433989,27434471,27434722,27435133,27436753,27437047,27437262|27433483,27433795,27434090,27434560,27434762,27435227,27436836,27437105,27437360|+",hsa-miR-7847-3p,928,1
"chr9|128507216,128508876,128515529|128507340,128509097,128515639|+",hsa-miR-93-5p,458,1
"chr17|44154556,44154853,44155286|44154664,44154938,44155411|+",hsa-miR-6780b-5p,321,1
"chr10|116089741,116093702,116096655|116089922,116093836,116096764|-",hsa-miR-4446-3p,427,1
"chr8|65693644,65704742|65693699,65704929|+",hsa-miR-4738-5p,244,1
"chr9|36357775,36369719,36375934,36390467|36357942,36369932,36376127,36390616|-",hsa-miR-3059-5p,726,1
"chrX|17687742,17692335|17687894,17692468|+",hsa-miR-30b-3p,287,1
"chr11|78101093,78103980,78104356,78106807,78109442|78101195,78104052,78104453,78106946,78109581|-",hsa-miR-1972,554,1
"chr19|17055861,17058549,17058811,17059557,17059997|17056002,17058707,17058876,17059651,17060223|-",hsa-miR-516a-3p,689,1
"chr4|150302625,150310229,150315561,150321191|150302792,150310384,150315623,150321368|-",hsa-miR-4733-5p,565,1
"chr7|129205203,129205610,129206150,129206464|129205412,129205782,129206369,129206587|+",hsa-miR-4726-5p,727,1
"chr4|128074460,128074934,128077788,128082165,128091001,128098186|128074518,128074993,128077962,128082305,128091144,128098330|+",hsa-miR-5584-5p,724,1
"chr1|236850344,236852521,236852948,236859833,236861125,236862236,236863454|236850523,236852637,236853088,236859922,236861277,236862343,236863554|+",hsa-miR-144-5p,890,1
"chr10|31373018,31374803,31387124,31387720,31461037|31373173,31374964,31387266,31387798,31461237|+",hsa-miR-320a-5p,741,1
"chr7|90863175,90899291,90917601,90955697,90984148|90863269,90899353,90917724,90955817,90984241|+",hsa-miR-361-3p,497,1
"chr9|2028987,2032952,2039466|2029247,2033081,2039900|+",hsa-miR-6724-5p,826,1
"chr19|55098784,55098951,55103409|55098858,55099095,55103568|-",hsa-miR-6792-3p,380,1
"chr10|91996369,91997603|91996570,91997751|+",hsa-miR-1204,351,1
"chr16|87302653,87302903,87304259,87305719|87302769,87303075,87304486,87305905|-",hsa-miR-3184-5p,705,1
"chr4|3206496,3208850,3209827|3206563,3208911,3209949|+",hsa-miR-4802-5p,253,1
"chr2|177231889,177232392,177233250,177234005|177232008,177232583,177233339,177234271|-",hsa-miR-378f,669,1
"chr1|33294937,33295147|33295015,33295305|+",hsa-miR-3160-3p,238,1
"chr1|154249239,154251041,154251481|154249437,154251318,154251653|+",hsa-miR-3192-5p,650,1
"chr12|64062917,64065118,64080286|64063138,64065202,64080370|+",hsa-miR-761,392,1
"chr3|183070999,183071210,183072366,183086693,183092409|183071120,183071357,183072487,183086788,183092545|-",hsa-miR-4534,625,1
"chr10|836403,842932,844977,863743,864123,884447,885641|836506,843068,845055,863883,864270,884506,885760|-",hsa-miR-6788-5p,789,1
"chr2|190910263,190913193|190910321,190913364|+",hsa-miR-6739-3p,231,1
"chr16|27701589,27703896,27708705|27701695,27703998,27708920|+",hsa-miR-365b-5p,426,1
"chr3|155893518,155897927,155903863,155906160,155910692,155911114|155893699,155898041,155903960,155906263,155910885,155911279|+",hsa-miR-2682-3p,859,1
"chr22|40868999,40881770|40869115,40882177|+",hsa-miR-3620-5p,525,1
"chr20|34072066,34073563,34073819,34075874,34076702,34077028|34072330,34073635,34073866,34076040,34076815,34077245|+",hsa-miR-7114-5p,885,1
"chr8|100709133,100709459,100712362,100712652,100713087,100715462|100709223,100709731,100712457,100712789,100713181,100715601|-",hsa-miR-8060,833,1
"chr7|158739023,158741523,158748255|158739121,158741784,158748280|-",hsa-miR-6882-3p,387,1
"chr6|163561982,163563420|163562069,163563719|+",hsa-miR-6736-5p,388,1
"chr4|139060324,139061865,139067684,139071866,139073454|139060674,139062057,139067770,139072039,139073567|-",hsa-miR-6877-3p,919,1
"chr20|38524778,38525404,38525895,38531167,38532730|38524945,38525518,38526042,38531231,38532859|+",hsa-miR-7845-5p,626,1
"chr2|152690962,152693038,152693158,152694218,152694542|152690978,152693068,152693476,152694343,152694622|-",hsa-miR-6807-3p,574,1
"chr9|137710967,137716626|137711030,137717182|+",hsa-miR-4741,621,1
"chr5|129684120,129688095,129694720,129701388,129704239,129734932|129684273,129688214,129694855,129701592,129704391,129735109|+",hsa-miR-6807-3p,946,1
"chr9|85618983,85632948|85619010,85633374|-",hsa-miR-6504-5p,455,1
"chr1|179337837,179339438,179341028,179342114,179342862,179343590|179337896,179339545,179341310,179342192,179342943,179343635|+",hsa-miR-4733-3p,658,1
"chr17|64071981,64075175,64079639,64080775|64072103,64075247,64079734,64080808|-",hsa-miR-4425,326,1
"chr20|37203885,37204767,37207273,37210047,37213760|37203960,37204901,37207449,37210165,37213865|+",hsa-miR-937-5p,613,1
"chr3|49510419,49510604|49510446,49510819|+",hsa-miR-1226-5p,244,1
"chr9|95149923,95171079,95172037|95150087,95171143,95172147|-",hsa-miR-6858-5p,341,1
"chr12|108652272,108654306,108657304|108652417,108654410,108657423|-",hsa-let-7b-5p,371,1
"chr22|40914239,40922333,40924362,40926269,40933218|40914324,40922513,40924463,40926463,40933336|+",hsa-miR-1249-5p,683,1
"chr4|3518034,3518871,3520072,3524907|3518192,3518991,3520229,3525051|-",hsa-miR-642a-5p,583,1
"chr2|203380208,203391046,203394700,203395656,203402576,203416914|203380384,203391143,203394846,203395780,203402734,203417081|+",hsa-miR-892b,874,1
"chr16|89544648,89546658,89548003,89548980,89550494|89544772,89546760,89548113,89549336,89550609|+",hsa-miR-1913,812,1
"chr15|44567424,44569398,44570525,44572683,44573547|44567592,44569505,44570658,44572820,44573745|-",hsa-miR-1226-3p,748,1
"chr10|35455357,35483404,35501501,35516523,35525964,35529973,35530124|35455463,35483478,35501535,35516623,35525999,35530030,35530243|+",hsa-miR-181a-5p,532,1
"chr8|47969798,47976732|47969858,47976866|+",hsa-miR-6165,196,1
"chr11|78493063,78528842,78559513,78566132,78568632,78571335|78493195,78528936,78559619,78566272,78568752,78571444|-",hsa-miR-508-5p,707,1
"chr3|71041328,71046942|71041532,71047095|-",hsa-miR-4429,359,1
"chr1|54040756,54041724,54043373|54040837,54041805,54043525|-",hsa-miR-508-5p,317,1
"chr22|38494630,38494886,38495796,38498085,38498440,38499400,38501130|38494802,38495046,38495937,38498150,38498573,38499499,38501280|-",hsa-miR-365a-5p,927,1
"chr1|42265115,42278348|42265189,42278784|-",hsa-miR-4778-3p,512,1
"chr1|204112915,204114321,204114519,204116507,204117122,204117593|204113134,204114432,204114605,204116679,204117190,204117707|+",hsa-miR-4763-3p,776,1
"chr19|1357009,1358394,1366305,1367160,1369265,1369596,1370642|1357094,1358464,1366381,1367220,1369340,1369646,1371078|+",hsa-miR-4449,859,1
"chr13|32480590,32517857,32521373,32522182,32527408|32480637,32518003,32521449,32522270,32527532|-",hsa-miR-11181-3p,486,1
"chr12|113320331,113320581,113320850,113321056,113321196|113320498,113320686,113320907,113321108,113321348|-",hsa-miR-6823-5p,538,1
"chr21|10462836,10464862,10473028|10463007,10464976,10473729|+",hsa-miR-6791-3p,989,1
"chr7|124858957,124863350,124870911|124859112,124863640,124871041|-",hsa-miR-4436b-5p,578,1
"chr20|47623911,47625381,47627002,47627561,47627922|47624083,47625485,47627176,47627749,47628023|+",hsa-miR-6756-3p,744,1
"chr10|91992119,91993694,91994535,91996369,91997603|91992309,91993847,91994644,91996570,91997751|+",hsa-miR-1265,806,1
"chr3|14897509,14897939,14898739,14900403,14901003|14897669,14898095,14898826,14900453,14901061|+",hsa-miR-6810-3p,516,1
"chr11|70350994,70354301,70355639,70356161|70351023,70354452,70355811,70356254|+",hsa-miR-6838-3p,449,1
"chr3|98849461,98881540|98849598,98881767|-",hsa-miR-7110-3p,366,1
"chr17|36525228,36527551,36528064|36525341,36527699,36528202|-",hsa-miR-7160-5p,402,1
"chr5|34020587,34023909,34028754,34033304,34035647|34020742,34024008,34028883,34033458,34035758|-",hsa-miR-942-5p,653,1
"chr18|62556203,62563009,62564571,62565002|62556248,62563144,62564635,62565096|+",hsa-miR-6862-5p,342,1
"chr1|202748945,202750659,202752905|202749139,202750778,202753067|-",hsa-miR-5787,478,1
"chr12|49371228,49384830,49387054|49371290,49384952,49387137|+",hsa-miR-5684,270,1
"chr15|52346361,52351254,52353605,52353871|52346461,52351481,52353658,52354014|-",hsa-miR-6893-5p,527,1
"chr18|46890580,46903527|46891054,46903635|-",hsa-miR-1275,584,1
"chr19|7163032,7166154,7184538|7163199,7166242,7184637|-",hsa-miR-4656,357,1
"chr22|41125864,41127487,41129890|41126040,41127748,41130003|+",hsa-miR-892b,553,1
"chr1|236029550,236032401,236038104|236029750,236032652,236038253|-",hsa-miR-8075,603,1
chr15|77133005|77133750|-,hsa-miR-8075,746,1
"chr9|136411997,136412490,136412810,136414553,136421832|136412199,136412569,136412892,136414647,136421976|+",hsa-miR-3677-5p,606,1
"chr11|95799232,95812932,95818872|95799388,95813047,95818904|+",hsa-miR-2115-5p,306,1
"chr20|17956933,17961186|17956982,17961326|-",hsa-miR-6735-5p,191,1
"chr15|85639374,85645818,85655417,85664563|85639449,85645954,85655787,85664755|+",hsa-miR-6792-3p,777,1
"chrX|53645311,53647368,53648212,53648573,53654063|53645463,53647574,53648310,53649000,53654131|-",hsa-miR-760,956,1
"chr14|24210348,24210654,24211415,24211680|24210483,24210768,24211592,24211829|-",hsa-miR-328-3p,579,1
"chr6|156829227,156901376,156935466|156829421,156901525,156935576|+",hsa-miR-370-3p,456,1
"chr12|120782655,120783674,120784474|120782767,120783752,120784593|-",hsa-miR-765,312,1
"chr17|44668137,44669383,44673366,44673976,44676950,44678279,44678943|44668233,44669517,44673546,44674094,44677086,44678386,44679049|+",hsa-miR-5584-5p,884,1
"chr15|72544820,72555271,72555852,72561483,72563394,72566563,72567106,72570177,72572108|72544964,72555363,72555907,72561549,72563500,72566605,72567177,72570307,72572165|+",hsa-miR-6872-3p,772,1
"chr22|23260950,23261355|23261054,23261540|+",hsa-miR-3192-5p,291,1
"chr16|87302903,87305719,87314971,87315772|87303075,87305905,87315096,87315823|-",hsa-miR-6743-5p,538,1
"chr20|44503815,44504801|44503995,44504891|-",hsa-miR-6089,272,1
"chr8|140789474,140879536,140890543|140789526,140879637,140890769|-",hsa-miR-6886-5p,382,1
"chr14|63909098,63940614,63941695,63941885,63942051,63949825|63909227,63940675,63941790,63941962,63942143,63950006|+",hsa-miR-612,641,1
"chr18|42057883,42064740,42067388|42058051,42064830,42067513|+",hsa-miR-7847-3p,386,1
"chr12|105152343,105154588,105156726,105157236,105160001|105152451,105154702,105156792,105157322,105160148|+",hsa-miR-3065-3p,526,1
"chr12|49991998,49992245,49992550|49992133,49992377,49992655|-",hsa-miR-6751-3p,375,1
"chr1|243683197,243695591,243843125|243683310,243695716,243843282|-",hsa-miR-6734-5p,398,1
"chr1|23030469,23038385,23040259,23044427|23030634,23038560,23040434,23044486|+",hsa-miR-608,578,1
"chr22|41338313,41339001|41338355,41339191|+",hsa-miR-1268a,234,1
"chr17|4064361,4066447,4067163|4064829,4066540,4067242|-",hsa-miR-6829-3p,643,1
"chr7|6804938,6806004,6811952,6812976,6814764,6819766,6822281|6805055,6806037,6812063,6813037,6814845,6819941,6822364|-",hsa-miR-145-5p,668,1
"chr1|173946476,173946746,173947369,173951986|173946608,173946836,173947582,173952138|-",hsa-miR-6812-5p,591,1
"chr22|28514757,28515627,28517156|28514823,28515716,28517279|-",hsa-miR-6736-5p,281,1
chr1|21272699|21272911|-,hsa-miR-8082,213,1
chr1|173733713|173734286|+,hsa-miR-202-3p,574,1
"chr12|64127590,64127861|64127724,64128200|+",hsa-miR-7152-3p,475,1
"chr1|212100252,212102842|212101084,212102952|+",hsa-miR-6780b-5p,944,1
"chr12|111932586,111933886,111936692,111937160,111938161|111932731,111934030,111936830,111937243,111938210|-",hsa-miR-874-5p,564,1
"chr6|163561982,163563420|163562069,163563719|+",hsa-miR-2276-3p,388,1
"chr5|56856600,56859715,56864734,56865340,56865829|56856750,56859915,56864934,56865456,56865977|+",hsa-miR-6763-5p,819,1
"chr3|141993538,141995020,142005347,142093061|141993585,141995141,142005544,142093127|-",hsa-miR-5000-3p,435,1
"chr17|82756165,82763965,82766203,82768420,82772452,82781589|82756215,82764102,82766368,82768566,82772507,82781721|+",hsa-miR-1249-5p,691,1
"chr12|53016473,53018798,53019910,53021806,53022493,53027782,53028015|53016610,53019006,53020026,53021860,53022627,53027919,53028188|+",hsa-miR-8053,966,1
chr6|31752845|31753629|+,hsa-miR-6884-5p,785,1
"chr3|119843255,119863419,119876413|119843353,119863605,119876508|-",hsa-miR-508-5p,382,1
"chr2|241403828,241404799,241405256,241407537,241411033|241403932,241404841,241405406,241407615,241411130|+",hsa-miR-7112-3p,476,1
"chr1|183742126,183806375|183742289,183806485|+",hsa-miR-6736-3p,275,1
"chr15|51781044,51782721|51781174,51782828|+",hsa-miR-4658,239,1
"chr2|135769769,135770571|135769823,135770735|+",hsa-miR-6873-3p,220,1
"chr17|59075647,59084046,59088291,59091300|59075714,59084089,59088407,59091340|-",hsa-miR-6728-3p,270,1
"chr7|43639449,43639613,43640573|43639465,43639681,43640649|-",hsa-miR-4252,163,1
"chr7|137912991,137915837|137913078,137916012|-",hsa-miR-6801-5p,264,1
"chr3|101731840,101732472|101731953,101732654|+",hsa-miR-6861-5p,297,1
"chr3|197866112,197870160,197871325|197866219,197870278,197871462|+",hsa-miR-7107-3p,365,1
"chr22|20764817,20765100,20765585|20764950,20765236,20765693|-",hsa-miR-6769b-5p,380,1
"chr17|82884145,82889668,82893547,82900651,82903405,82905936,82907761,82909285,82911758|82884202,82889697,82893632,82900731,82903478,82906053,82907821,82909307,82911789|+",hsa-miR-604,563,1
"chr5|37437922,37443239,37479834|37437981,37443372,37479987|+",hsa-miR-4713-3p,348,1
chr7|149153945|149154340|+,hsa-miR-6747-5p,396,1
"chr12|31413436,31415367,31423597,31424535,31426293,31433155|31413564,31415448,31423675,31424687,31426424,31433248|-",hsa-miR-5092,669,1
"chr11|9408486,9409928,9414255,9417059,9420411,9420614|9408639,9410086,9414411,9417148,9420505,9420698|+",hsa-miR-1299,740,1
"chr7|133817325,133895599,133917583,133937891|133817544,133895735,133917738,133938069|+",hsa-miR-4726-3p,692,1
"chr1|47295765,47299905,47301561|47295848,47300152,47301748|-",hsa-miR-6790-5p,520,1
"chr4|82844386,82845201,82848804|82844509,82845293,82848977|-",hsa-miR-4474-3p,391,1
"chr15|66508841,66513988,66515526,66518879,66520590,66521050|66508892,66514083,66515644,66519078,66520660,66521205|+",hsa-miR-6773-3p,694,1
"chr12|53314298,53314751,53315094,53315727|53314441,53314849,53315426,53315782|-",hsa-miR-3132,632,1
chr1|32592931|32593754|+,hsa-miR-3929,824,1
"chr17|60902620,60910532,60924407,60947219|60902703,60910702,60924500,60947352|+",hsa-miR-1207-5p,483,1
"chr14|67301389,67301972,67302410,67303522,67312527,67316832|67301466,67302118,67302571,67303599,67312710,67316903|+",hsa-miR-4640-3p,721,1
"chrX|53600118,53602564,53603368,53604589,53607523,53608852|53600309,53602658,53603501,53604834,53607699,53608909|-",hsa-miR-6856-5p,902,1
"chr9|20907150,20929495,20933014|20907214,20929596,20933103|+",hsa-miR-3085-5p,257,1
"chr1|167365467,167370161,167371917,167374108|167365567,167370214,167372036,167374296|+",hsa-miR-4691-5p,464,1
"chr5|177247924,177248181,177251730,177256951,177259989|177248079,177248324,177251853,177257151,177260168|+",hsa-miR-4323,805,1
"chr22|35809780,35938847,35992676|35810004,35938897,35992774|-",hsa-miR-6728-5p,375,1
"chr4|139060324,139061865|139060674,139062057|-",hsa-miR-619-3p,544,1
"chr7|139061036,139064879,139073856|139061138,139064999,139074030|-",hsa-miR-4433b-3p,399,1
"chr12|123877736,123879264,123879554|123877908,123879419,123879801|+",hsa-miR-106b-5p,577,1
"chr3|33068230,33068820,33072544|33068290,33068970,33072713|-",hsa-miR-7160-3p,382,1
"chr1|167365467,167370161,167371917,167374108,167376029,167383857|167365567,167370214,167372036,167374296,167376155,167383951|+",hsa-miR-6811-3p,686,1
chr1|224189577|224190319|+,hsa-miR-3945,743,1
"chr14|92709672,92711886,92712805|92709853,92711955,92712871|-",hsa-miR-6798-5p,319,1
"chr20|5565017,5566733,5567483,5580044|5565078,5566772,5567560,5580131|-",hsa-miR-3916,268,1
"chr7|152167146,152171264|152167313,152171342|-",hsa-miR-449b-5p,247,1
"chr6|42676056,42676783,42678539,42679724|42676191,42676873,42678669,42679832|+",hsa-miR-493-3p,467,1
"chr11|3695449,3699275,3700610|3695514,3699348,3700839|-",hsa-miR-6815-5p,370,1
"chr3|172226871,172247533,172251260|172226947,172247776,172251541|+",hsa-miR-6127,603,1
"chr2|23810316,23816637,23819747,23823258,23827785,23828849|23810502,23816720,23819882,23823569,23827860,23828939|-",hsa-miR-4525,886,1
"chr4|6994184,6996325,6999085,7001145,7004844,7006632,7009877,7010653,7014448|6994302,6996407,6999202,7001251,7004924,7006726,7009948,7010781,7014557|+",hsa-miR-6752-3p,914,1
"chr21|17594054,17598617,17604860,17608972|17594332,17598824,17604997,17609152|-",hsa-miR-5197-5p,806,1
"chr1|20941491,20950003|20942330,20950111|-",hsa-miR-4747-5p,949,1
"chr12|2866393,2868262,2868440|2866521,2868382,2868754|-",hsa-miR-103a-1-5p,565,1
